Energy_kV,Spectrum_fraction
0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,2057
11,3950
12,6284
13,8779
14,11170
15,13073
16,14480
17,15383
18,15869
19,15967
20,15876
21,15479
22,14954
23,14324
24,13637
25,12926
26,12108
27,11336
28,10516
29,9725
30,8939
31,8115
32,7317
33,6528
34,5753
35,4981
36,4199
37,3395
38,2545
39,1581
40,0
